,Country,Vaccine_Manufacturer,Date,Total_Vaccinations,ancestral_alpha_severe,ancestral_alpha_infection,beta_gamma_delta_severe,beta_gamma_delta_infection,omicron_severe,omicron_infection,year,Vaccine_Wise_Max_Total_Vaccination,Total_Vaccination_Country_Wise,Percentage_of_Vaccine,Vaccine_Manufacturers_,efficacy_ancestral_alpha_severe_,efficacy_ancestral_alpha_infection_,efficacy_beta_gamma_delta_severe_,efficacy_beta_gamma_delta_infection_,efficacy_omicron_severe_,efficacy_omicron_infection_,breakThrough_ancestral_alpha_severe_,breakThrough_ancestral_alpha_infection_,breakThrough_beta_gamma_delta_severe_,breakThrough_beta_gamma_delta_infection_,breakThrough_omicron_severe_,breakThrough_omicron_infection_,pop_20,pop_21,pop_22
0,Argentina,CanSino,2021-02-05,2,1,1,1,1,0,0,2021,979735,109748183.0,0.008927118182904223,CanSino,0.59,0.55,0.57,0.54,0.43,0.29,99.41,99.45,99.43,99.46,99.57,99.71,45036032,45276780,45510318
1,Argentina,Moderna,2021-02-25,56,54,51,54,50,40,26,2021,13252207,109748183.0,0.12075103785545133,Moderna,11.71,11.11,11.71,10.99,8.81,5.8,88.29,88.89,88.29,89.01,91.19,94.2,45036032,45276780,45510318
2,Argentina,Oxford/AstraZeneca,2020-12-29,1,0,0,0,0,0,0,2020,26759220,109748183.0,0.2438238089098933,Oxford/AstraZeneca,22.92,15.36,22.92,16.82,17.31,8.78,77.08,84.64,77.08,83.18,82.69,91.22,45036032,45276780,45510318
3,Argentina,Pfizer/BioNTech,2021-01-02,1,0,0,0,0,0,0,2021,19136214,109748183.0,0.17436474551929484,Pfizer/BioNTech,16.56,15.0,16.56,14.65,12.55,7.67,83.44,85.0,83.44,85.35,87.45,92.33,45036032,45276780,45510318
4,Argentina,Sinopharm/Beijing,2020-12-29,1,0,0,0,0,0,0,2020,28878166,109748183.0,0.2631311536155455,Sinopharm/Beijing,19.21,17.89,18.68,17.63,13.95,9.21,80.79,82.11,81.32,82.37,86.05,90.79,45036032,45276780,45510318
5,Argentina,Sputnik V,2020-12-29,20488,18848,17619,18234,17414,11268,7375,2020,20742641,109748183.0,0.1890021359169108,Sputnik V,17.39,16.25,16.82,16.07,12.66,8.32,82.61,83.75,83.18,83.93,87.34,91.68,45036032,45276780,45510318
6,Austria,Johnson&Johnson,2021-01-08,0,0,0,0,0,0,0,2021,368082,19366552.0,0.01900606778119306,Johnson&Johnson,1.63,1.37,1.44,1.22,1.08,0.63,98.37,98.63,98.56,98.78,98.92,99.37,8907777,8922082,8939617
7,Austria,Moderna,2021-01-08,0,0,0,0,0,0,0,2021,1646408,19366552.0,0.08501296462065111,Moderna,8.25,7.82,8.25,7.74,6.21,4.08,91.75,92.18,91.75,92.26,93.79,95.92,8907777,8922082,8939617
8,Austria,Novavax,2021-01-08,0,0,0,0,0,0,0,2021,14312,19366552.0,0.000739006096697027,Novavax,0.07,0.06,0.06,0.06,0.05,0.03,99.93,99.94,99.94,99.94,99.95,99.97,8907777,8922082,8939617
9,Austria,Oxford/AstraZeneca,2021-01-08,0,0,0,0,0,0,0,2021,1592629,19366552.0,0.08223606349751882,Oxford/AstraZeneca,7.73,5.18,7.73,5.67,5.84,2.96,92.27,94.82,92.27,94.33,94.16,97.04,8907777,8922082,8939617
10,Austria,Pfizer/BioNTech,2021-01-08,31746,30158,27301,30158,26666,22857,13968,2021,15744530,19366552.0,0.8129753814721381,Pfizer/BioNTech,77.23,69.92,77.23,68.29,58.53,35.77,22.77,30.08,22.77,31.71,41.47,64.23,8907777,8922082,8939617
11,Austria,Valneva,2021-01-08,0,0,0,0,0,0,0,2021,591,19366552.0,3.0516531801840615e-05,Valneva,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,8907777,8922082,8939617
12,Belgium,Johnson&Johnson,2021-01-08,0,0,0,0,0,0,0,2021,427982,25878422.0,0.016538179955485694,Johnson&Johnson,1.42,1.19,1.26,1.06,0.94,0.55,98.58,98.81,98.74,98.94,99.06,99.45,11561717,11611419,11655930
13,Belgium,Moderna,2021-01-08,0,0,0,0,0,0,0,2021,4316874,25878422.0,0.1668136488384029,Moderna,16.18,15.35,16.18,15.18,12.18,8.01,83.82,84.65,83.82,84.82,87.82,91.99,11561717,11611419,11655930
14,Belgium,Novavax,2021-01-08,0,0,0,0,0,0,0,2021,358,25878422.0,1.3833919239743443e-05,Novavax,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,11561717,11611419,11655930
15,Belgium,Oxford/AstraZeneca,2021-01-08,0,0,0,0,0,0,0,2021,2848551,25878422.0,0.11007437006785036,Oxford/AstraZeneca,10.35,6.93,10.35,7.6,7.82,3.96,89.65,93.07,89.65,92.4,92.18,96.04,11561717,11611419,11655930
16,Belgium,Pfizer/BioNTech,2021-01-08,28360,26942,24389,26942,23822,20419,12478,2021,18284657,25878422.0,0.7065599672190214,Pfizer/BioNTech,67.12,60.76,67.12,59.35,50.87,31.09,32.88,39.24,32.88,40.65,49.13,68.91,11561717,11611419,11655930
17,Bulgaria,Johnson&Johnson,2021-04-16,0,0,0,0,0,0,0,2021,527896,4548945.0,0.1160480067356277,Johnson&Johnson,9.98,8.36,8.82,7.43,6.61,3.83,90.02,91.64,91.18,92.57,93.39,96.17,6979175,6885868,6781953
18,Bulgaria,Moderna,2021-01-08,0,0,0,0,0,0,0,2021,508459,4548945.0,0.11177514786395527,Moderna,10.84,10.28,10.84,10.17,8.16,5.37,89.16,89.72,89.16,89.83,91.84,94.63,6979175,6885868,6781953
19,Bulgaria,Oxford/AstraZeneca,2021-02-05,10,9,6,9,6,7,3,2021,478547,4548945.0,0.10519955725998006,Oxford/AstraZeneca,9.89,6.63,9.89,7.26,7.47,3.79,90.11,93.37,90.11,92.74,92.53,96.21,6979175,6885868,6781953
20,Bulgaria,Pfizer/BioNTech,2021-01-01,0,0,0,0,0,0,0,2021,3034043,4548945.0,0.666977288140437,Pfizer/BioNTech,63.36,57.36,63.36,56.03,48.02,29.35,36.64,42.64,36.64,43.97,51.98,70.65,6979175,6885868,6781953
21,Canada,Johnson&Johnson,2021-11-13,135,116,97,102,86,76,44,2021,23263,90191204.0,0.0002579298087649434,Johnson&Johnson,0.02,0.02,0.02,0.02,0.01,0.01,99.98,99.98,99.98,99.98,99.99,99.99,37888705,38155012,38454327
22,Canada,Medicago,2022-05-22,285,253,213,253,213,185,122,2022,863,90191204.0,9.56856058823652e-06,Medicago,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,37888705,38155012,38454327
23,Canada,Moderna,2021-01-02,1778,1724,1635,1724,1617,1297,853,2021,26844916,90191204.0,0.2976445020070915,Moderna,28.87,27.38,28.87,27.09,21.73,14.29,71.13,72.62,71.13,72.91,78.27,85.71,37888705,38155012,38454327
24,Canada,Novavax,2022-04-24,1085,965,900,933,889,705,466,2022,25478,90191204.0,0.00028248874468955976,Novavax,0.03,0.02,0.02,0.02,0.02,0.01,99.97,99.98,99.98,99.98,99.98,99.99,37888705,38155012,38454327
25,Canada,Oxford/AstraZeneca,2021-03-13,75900,71346,47817,71346,52370,53889,27324,2021,2814445,90191204.0,0.031205315764495173,Oxford/AstraZeneca,2.93,1.97,2.93,2.15,2.22,1.12,97.07,98.03,97.07,97.85,97.78,98.88,37888705,38155012,38454327
26,Canada,Pfizer/BioNTech,2020-12-19,12360,11742,10629,11742,10382,8899,5438,2020,60482239,90191204.0,0.6706001951143705,Pfizer/BioNTech,63.71,57.67,63.71,56.33,48.28,29.51,36.29,42.33,36.29,43.67,51.72,70.49,37888705,38155012,38454327
27,Chile,CanSino,2021-05-31,0,0,0,0,0,0,0,2021,0,34560792.0,0.0,CanSino,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,19300315,19493184,19603733
28,Chile,Moderna,2022-02-07,0,0,0,0,0,0,0,2022,0,34560792.0,0.0,Moderna,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,19300315,19493184,19603733
29,Chile,Oxford/AstraZeneca,2021-04-28,3606,3389,2271,3389,2488,2560,1298,2021,549673,34560792.0,0.015904525567585374,Oxford/AstraZeneca,1.5,1.0,1.5,1.1,1.13,0.57,98.5,99.0,98.5,98.9,98.87,99.43,19300315,19493184,19603733
30,Chile,Pfizer/BioNTech,2020-12-24,420,399,361,399,352,302,184,2020,8067724,34560792.0,0.2334357383939581,Pfizer/BioNTech,22.18,20.08,22.18,19.61,16.81,10.27,77.82,79.92,77.82,80.39,83.19,89.73,19300315,19493184,19603733
31,Chile,Sinovac,2021-02-02,13189,6594,6198,6462,6066,4879,3165,2021,25943395,34560792.0,0.7506597360384565,Sinovac,37.53,35.28,36.78,34.53,27.77,18.02,62.47,64.72,63.22,65.47,72.23,81.98,19300315,19493184,19603733
32,Croatia,Johnson&Johnson,2021-02-05,2,1,1,1,1,1,0,2021,204509,5283799.0,0.03870491667075148,Johnson&Johnson,3.33,2.79,2.94,2.48,2.21,1.28,96.67,97.21,97.06,97.52,97.79,98.72,4096869,4060135,4030358
33,Croatia,Moderna,2021-01-08,21,20,19,20,19,15,10,2021,515480,5283799.0,0.09755859373151779,Moderna,9.46,8.98,9.46,8.88,7.12,4.68,90.54,91.02,90.54,91.12,92.88,95.32,4096869,4060135,4030358
34,Croatia,Novavax,2022-03-04,1,0,0,0,0,0,0,2022,1381,5283799.0,0.00026136497622260047,Novavax,0.02,0.02,0.02,0.02,0.02,0.01,99.98,99.98,99.98,99.98,99.98,99.99,4096869,4060135,4030358
35,Croatia,Oxford/AstraZeneca,2021-01-15,4,3,2,3,2,2,1,2021,568508,5283799.0,0.10759455459982487,Oxford/AstraZeneca,10.11,6.78,10.11,7.42,7.64,3.87,89.89,93.22,89.89,92.58,92.36,96.13,4096869,4060135,4030358
36,Croatia,Pfizer/BioNTech,2021-01-01,2087,1982,1794,1982,1753,1502,918,2021,3993921,5283799.0,0.7558805700216833,Pfizer/BioNTech,71.81,65.01,71.81,63.49,54.42,33.26,28.19,34.99,28.19,36.51,45.58,66.74,4096869,4060135,4030358
37,Cyprus,Johnson&Johnson,2021-04-16,0,0,0,0,0,0,0,2021,30965,1744448.0,0.017750600763106725,Johnson&Johnson,1.53,1.28,1.35,1.14,1.01,0.59,98.47,98.72,98.65,98.86,98.99,99.41,1237537,1244188,4030358
38,Cyprus,Moderna,2021-01-15,0,0,0,0,0,0,0,2021,197589,1744448.0,0.1132673487544484,Moderna,10.99,10.42,10.99,10.31,8.27,5.44,89.01,89.58,89.01,89.69,91.73,94.56,1237537,1244188,4030358
39,Cyprus,Novavax,2022-03-11,14,12,11,12,11,9,6,2022,895,1744448.0,0.0005130562791209598,Novavax,0.05,0.04,0.04,0.04,0.03,0.02,99.95,99.96,99.96,99.96,99.97,99.98,1237537,1244188,4030358
40,Cyprus,Oxford/AstraZeneca,2021-02-12,584,548,367,548,402,414,210,2021,254531,1744448.0,0.14590919305132627,Oxford/AstraZeneca,13.72,9.19,13.72,10.07,10.36,5.25,86.28,90.81,86.28,89.93,89.64,94.75,1237537,1244188,4030358
41,Cyprus,Pfizer/BioNTech,2021-01-01,369,350,317,350,309,265,162,2021,1260468,1744448.0,0.7225598011519977,Pfizer/BioNTech,68.64,62.14,68.64,60.7,52.02,31.79,31.36,37.86,31.36,39.3,47.98,68.21,1237537,1244188,4030358
42,Czechia,Covaxin,2021-01-13,1,0,0,0,0,0,0,2021,5,18239132.0,2.7413585251754304e-07,Covaxin,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,10530953,10510751,10493986
43,Czechia,Johnson&Johnson,2021-03-05,2,1,1,1,1,1,0,2021,413842,18239132.0,0.02268978589551301,Johnson&Johnson,1.95,1.63,1.72,1.45,1.29,0.75,98.05,98.37,98.28,98.55,98.71,99.25,10530953,10510751,10493986
44,Czechia,Moderna,2021-01-01,1,0,0,0,0,0,0,2021,1634751,18239132.0,0.0896287718077812,Moderna,8.69,8.25,8.69,8.16,6.54,4.3,91.31,91.75,91.31,91.84,93.46,95.7,10530953,10510751,10493986
45,Czechia,Novavax,2022-03-02,6,5,4,5,4,3,2,2022,10468,18239132.0,0.0005739308208307281,Novavax,0.05,0.05,0.05,0.05,0.04,0.02,99.95,99.95,99.95,99.95,99.96,99.98,10530953,10510751,10493986
46,Czechia,Oxford/AstraZeneca,2021-01-10,2,1,1,1,1,1,0,2021,887557,18239132.0,0.04866223897058259,Oxford/AstraZeneca,4.57,3.07,4.57,3.36,3.46,1.75,95.43,96.93,95.43,96.64,96.54,98.25,10530953,10510751,10493986
47,Czechia,Pfizer/BioNTech,2020-12-27,1287,1222,1106,1222,1081,926,566,2020,15292219,18239132.0,0.8384290984899939,Pfizer/BioNTech,79.65,72.1,79.65,70.43,60.37,36.89,20.35,27.9,20.35,29.57,39.63,63.11,10530953,10510751,10493986
48,Czechia,Sinopharm/Beijing,2021-03-07,1,0,0,0,0,0,0,2021,38,18239132.0,2.0834324791333272e-06,Sinopharm/Beijing,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,10530953,10510751,10493986
49,Czechia,Sinovac,2021-01-13,1,0,0,0,0,0,0,2021,252,18239132.0,1.381644696688417e-05,Sinovac,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,10530953,10510751,10493986
50,Denmark,Johnson&Johnson,2021-01-08,3,2,2,2,1,1,0,2021,46411,12218188.0,0.003798517423369161,Johnson&Johnson,0.33,0.27,0.29,0.24,0.22,0.13,99.67,99.73,99.71,99.76,99.78,99.87,5825641,5854240,5882261
51,Denmark,Moderna,2021-01-01,1,0,0,0,0,0,0,2021,1720577,12218188.0,0.14082096297748897,Moderna,13.66,12.96,13.66,12.81,10.28,6.76,86.34,87.04,86.34,87.19,89.72,93.24,5825641,5854240,5882261
52,Denmark,Oxford/AstraZeneca,2021-01-08,1,0,0,0,0,0,0,2021,155927,12218188.0,0.012761875983574651,Oxford/AstraZeneca,1.2,0.8,1.2,0.88,0.91,0.46,98.8,99.2,98.8,99.12,99.09,99.54,5825641,5854240,5882261
53,Denmark,Pfizer/BioNTech,2020-12-18,2,1,1,1,1,1,0,2020,10295273,12218188.0,0.8426186436155673,Pfizer/BioNTech,80.05,72.47,80.05,70.78,60.67,37.08,19.95,27.53,19.95,29.22,39.33,62.92,5825641,5854240,5882261
54,Ecuador,CanSino,2021-08-02,39,25,24,24,23,18,12,2021,536882,29911659.0,0.017948920853905162,CanSino,1.18,1.11,1.15,1.09,0.86,0.57,98.82,98.89,98.85,98.91,99.14,99.43,17588595,17797737,18001000
55,Ecuador,Oxford/AstraZeneca,2021-02-04,1,0,0,0,0,0,0,2021,5009163,29911659.0,0.1674652348771427,Oxford/AstraZeneca,15.74,10.55,15.74,11.56,11.89,6.03,84.26,89.45,84.26,88.44,88.11,93.97,17588595,17797737,18001000
56,Ecuador,Pfizer/BioNTech,2021-01-20,17,16,14,16,14,12,7,2021,8552679,29911659.0,0.28593128184565086,Pfizer/BioNTech,27.16,24.59,27.16,24.02,20.59,12.58,72.84,75.41,72.84,75.98,79.41,87.42,17588595,17797737,18001000
57,Ecuador,Sinovac,2021-01-29,1,0,0,0,0,0,0,2021,15812935,29911659.0,0.5286545624233012,Sinovac,26.43,24.85,25.9,24.32,19.56,12.69,73.57,75.15,74.1,75.68,80.44,87.31,17588595,17797737,18001000
58,Estonia,Johnson&Johnson,2021-04-16,0,0,0,0,0,0,0,2021,78953,2129188.0,0.03708127229723256,Johnson&Johnson,3.19,2.67,2.82,2.37,2.11,1.22,96.81,97.33,97.18,97.63,97.89,98.78,1329444,1328701,1326062
59,Estonia,Moderna,2021-01-15,0,0,0,0,0,0,0,2021,238969,2129188.0,0.11223480500547627,Moderna,10.89,10.33,10.89,10.21,8.19,5.39,89.11,89.67,89.11,89.79,91.81,94.61,1329444,1328701,1326062
60,Estonia,Novavax,2022-02-25,0,0,0,0,0,0,0,2022,2096,2129188.0,0.0009844128371942732,Novavax,0.09,0.08,0.08,0.08,0.06,0.04,99.91,99.92,99.92,99.92,99.94,99.96,1329444,1328701,1326062
61,Estonia,Oxford/AstraZeneca,2021-02-12,0,0,0,0,0,0,0,2021,238907,2129188.0,0.11220568592346003,Oxford/AstraZeneca,10.55,7.07,10.55,7.74,7.97,4.04,89.45,92.93,89.45,92.26,92.03,95.96,1329444,1328701,1326062
62,Estonia,Pfizer/BioNTech,2021-01-01,196,186,168,186,164,141,86,2021,1570263,2129188.0,0.7374938239366369,Pfizer/BioNTech,70.06,63.42,70.06,61.95,53.1,32.45,29.94,36.58,29.94,38.05,46.9,67.55,1329444,1328701,1326062
63,Finland,Johnson&Johnson,2021-01-01,0,0,0,0,0,0,0,2021,0,12880233.0,0.0,Johnson&Johnson,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,5529468,5535992,5540745
64,Finland,Moderna,2021-01-01,2,1,1,1,1,1,0,2021,2064650,12880233.0,0.16029601327864176,Moderna,15.55,14.75,15.55,14.59,11.7,7.69,84.45,85.25,84.45,85.41,88.3,92.31,5529468,5535992,5540745
65,Finland,Novavax,2021-01-01,0,0,0,0,0,0,0,2021,0,12880233.0,0.0,Novavax,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,5529468,5535992,5540745
66,Finland,Oxford/AstraZeneca,2021-01-01,0,0,0,0,0,0,0,2021,553783,12880233.0,0.042994796755617695,Oxford/AstraZeneca,4.04,2.71,4.04,2.97,3.05,1.55,95.96,97.29,95.96,97.03,96.95,98.45,5529468,5535992,5540745
67,Finland,Pfizer/BioNTech,2021-01-01,27,25,23,25,22,19,11,2021,10261800,12880233.0,0.7967091899657405,Pfizer/BioNTech,75.69,68.52,75.69,66.92,57.36,35.06,24.31,31.48,24.31,33.08,42.64,64.94,5529468,5535992,5540745
68,France,Johnson&Johnson,2021-04-23,3822,3286,2751,2904,2446,2178,1261,2021,1089709,150199793.0,0.00725506326097267,Johnson&Johnson,0.62,0.52,0.55,0.46,0.41,0.24,99.38,99.48,99.45,99.54,99.59,99.76,64480053,64531444,64626628
69,France,Moderna,2021-01-14,1662,1612,1529,1612,1512,1213,797,2021,23938199,150199793.0,0.1593757123220536,Moderna,15.46,14.66,15.46,14.5,11.63,7.65,84.54,85.34,84.54,85.5,88.37,92.35,64480053,64531444,64626628
70,France,Novavax,2022-02-26,1,0,0,0,0,0,0,2022,33265,150199793.0,0.00022147167672860907,Novavax,0.02,0.02,0.02,0.02,0.01,0.01,99.98,99.98,99.98,99.98,99.99,99.99,64480053,64531444,64626628
71,France,Oxford/AstraZeneca,2021-02-06,1554,1460,979,1460,1072,1103,559,2021,7861940,150199793.0,0.05234321461415063,Oxford/AstraZeneca,4.92,3.3,4.92,3.61,3.72,1.88,95.08,96.7,95.08,96.39,96.28,98.12,64480053,64531444,64626628
72,France,Pfizer/BioNTech,2020-12-27,610,579,524,579,512,439,268,2020,117276680,150199793.0,0.7808045381260945,Pfizer/BioNTech,74.18,67.15,74.18,65.59,56.22,34.36,25.82,32.85,25.82,34.41,43.78,65.64,64480053,64531444,64626628
73,Germany,Johnson&Johnson,2020-12-27,0,0,0,0,0,0,0,2020,3752229,185882381.0,0.020186039041537776,Johnson&Johnson,1.74,1.45,1.53,1.29,1.15,0.67,98.26,98.55,98.47,98.71,98.85,99.33,83328988,83408554,83369843
74,Germany,Moderna,2020-12-27,8,7,7,7,7,5,3,2020,31547790,185882381.0,0.16971909779873112,Moderna,16.46,15.61,16.46,15.44,12.39,8.15,83.54,84.39,83.54,84.56,87.61,91.85,83328988,83408554,83369843
75,Germany,Novavax,2020-12-27,0,0,0,0,0,0,0,2020,149641,185882381.0,0.000805030574683676,Novavax,0.07,0.07,0.07,0.07,0.05,0.03,99.93,99.93,99.93,99.93,99.95,99.97,83328988,83408554,83369843
76,Germany,Oxford/AstraZeneca,2020-12-27,1,0,0,0,0,0,0,2020,12797173,185882381.0,0.06884554055717632,Oxford/AstraZeneca,6.47,4.34,6.47,4.75,4.89,2.48,93.53,95.66,93.53,95.25,95.11,97.52,83328988,83408554,83369843
77,Germany,Pfizer/BioNTech,2020-12-27,24420,23199,21001,23199,20512,17582,10744,2020,137634027,185882381.0,0.7404361094341696,Pfizer/BioNTech,70.34,63.68,70.34,62.2,53.31,32.58,29.66,36.32,29.66,37.8,46.69,67.42,83328988,83408554,83369843
78,Germany,Valneva,2020-12-27,0,0,0,0,0,0,0,2020,1521,185882381.0,8.182593701551521e-06,Valneva,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,83328988,83408554,83369843
79,Hong Kong,Pfizer/BioNTech,2021-03-06,336,319,288,319,282,241,147,2021,11206025,19694058.0,0.5690053822325495,Pfizer/BioNTech,54.06,48.93,54.06,47.8,40.97,25.04,45.94,51.07,45.94,52.2,59.03,74.96,7500958,7494578,7488865
80,Hong Kong,Sinovac,2021-02-22,47,23,22,23,21,17,11,2021,8488033,19694058.0,0.43099461776745046,Sinovac,21.55,20.26,21.12,19.83,15.95,10.34,78.45,79.74,78.88,80.17,84.05,89.66,7500958,7494578,7488865
81,Hungary,Johnson&Johnson,2021-04-16,0,0,0,0,0,0,0,2021,342568,16479930.0,0.020786981498101025,Johnson&Johnson,1.79,1.5,1.58,1.33,1.18,0.69,98.21,98.5,98.42,98.67,98.82,99.31,9750573,9709786,9967308
82,Hungary,Moderna,2021-01-15,3045,2953,2801,2953,2770,2222,1461,2021,1079027,16479930.0,0.065475217431142,Moderna,6.35,6.02,6.35,5.96,4.78,3.14,93.65,93.98,93.65,94.04,95.22,96.86,9750573,9709786,9967308
83,Hungary,Oxford/AstraZeneca,2021-02-05,0,0,0,0,0,0,0,2021,1252501,16479930.0,0.07600159709416242,Oxford/AstraZeneca,7.14,4.79,7.14,5.24,5.4,2.74,92.86,95.21,92.86,94.76,94.6,97.26,9750573,9709786,9967308
84,Hungary,Pfizer/BioNTech,2021-01-01,1095,1040,941,1040,919,788,481,2021,9684650,16479930.0,0.5876632971135193,Pfizer/BioNTech,55.83,50.54,55.83,49.36,42.31,25.86,44.17,49.46,44.17,50.64,57.69,74.14,9750573,9709786,9967308
85,Hungary,Sinopharm/Beijing,2021-02-19,0,0,0,0,0,0,0,2021,2313792,16479930.0,0.1404005963617564,Sinopharm/Beijing,10.25,9.55,9.97,9.41,7.44,4.91,89.75,90.45,90.03,90.59,92.56,95.09,9750573,9709786,9967308
86,Hungary,Sputnik V,2021-02-05,0,0,0,0,0,0,0,2021,1807392,16479930.0,0.10967231050131887,Sputnik V,10.09,9.43,9.76,9.32,7.35,4.83,89.91,90.57,90.24,90.68,92.65,95.17,9750573,9709786,9967308
87,Iceland,Johnson&Johnson,2022-01-01,0,0,0,0,0,0,0,2022,85,83137.0,0.0010224087951213059,Johnson&Johnson,0.09,0.07,0.08,0.07,0.06,0.03,99.91,99.93,99.92,99.93,99.94,99.97,366669,370335,372899
88,Iceland,Moderna,2022-01-01,1,0,0,0,0,0,0,2022,6493,83137.0,0.07810000360850163,Moderna,7.58,7.19,7.58,7.11,5.7,3.75,92.42,92.81,92.42,92.89,94.3,96.25,366669,370335,372899
89,Iceland,Oxford/AstraZeneca,2022-01-01,0,0,0,0,0,0,0,2022,1,83137.0,1.2028338766133009e-05,Oxford/AstraZeneca,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,366669,370335,372899
90,Iceland,Pfizer/BioNTech,2022-01-01,0,0,0,0,0,0,0,2022,76558,83137.0,0.9208655592576109,Pfizer/BioNTech,87.48,79.19,87.48,77.35,66.3,40.52,12.52,20.81,12.52,22.65,33.7,59.48,366669,370335,372899
91,Ireland,Johnson&Johnson,2021-01-08,1,0,0,0,0,0,0,2021,236738,11666898.0,0.02029142622143435,Johnson&Johnson,1.75,1.46,1.54,1.3,1.16,0.67,98.25,98.54,98.46,98.7,98.84,99.33,4946119,4986526,5023109
92,Ireland,Moderna,2021-01-08,9,8,8,8,8,6,4,2021,1569053,11666898.0,0.13448759044606373,Moderna,13.05,12.37,13.05,12.24,9.82,6.46,86.95,87.63,86.95,87.76,90.18,93.54,4946119,4986526,5023109
93,Ireland,Novavax,2022-03-11,0,0,0,0,0,0,0,2022,521,11666898.0,4.465625738735352e-05,Novavax,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,4946119,4986526,5023109
94,Ireland,Oxford/AstraZeneca,2021-01-15,3,2,1,2,2,2,1,2021,1190578,11666898.0,0.10204751940061531,Oxford/AstraZeneca,9.59,6.43,9.59,7.04,7.25,3.67,90.41,93.57,90.41,92.96,92.75,96.33,4946119,4986526,5023109
95,Ireland,Pfizer/BioNTech,2021-01-01,0,0,0,0,0,0,0,2021,8670008,11666898.0,0.7431288076744993,Pfizer/BioNTech,70.6,63.91,70.6,62.42,53.51,32.7,29.4,36.09,29.4,37.58,46.49,67.3,4946119,4986526,5023109
96,Italy,Johnson&Johnson,2021-01-04,9,7,6,6,5,5,2,2021,1508187,141300425.0,0.01067361970071923,Johnson&Johnson,0.92,0.77,0.81,0.68,0.61,0.35,99.08,99.23,99.19,99.32,99.39,99.65,59500579,59240329,59037474
97,Italy,Moderna,2020-12-27,2,1,1,1,1,1,0,2020,34243286,141300425.0,0.24234382876059998,Moderna,23.51,22.3,23.51,22.05,17.69,11.63,76.49,77.7,76.49,77.95,82.31,88.37,59500579,59240329,59037474
98,Italy,Novavax,2022-01-31,1,0,0,0,0,0,0,2022,42934,141300425.0,0.00030384905070172296,Novavax,0.03,0.03,0.03,0.02,0.02,0.01,99.97,99.97,99.97,99.98,99.98,99.99,59500579,59240329,59037474
99,Italy,Oxford/AstraZeneca,2021-01-14,2,1,1,1,1,1,0,2021,12167276,141300425.0,0.0861092668334154,Oxford/AstraZeneca,8.09,5.42,8.09,5.94,6.11,3.1,91.91,94.58,91.91,94.06,93.89,96.9,59500579,59240329,59037474
100,Italy,Pfizer/BioNTech,2020-12-27,7350,6982,6321,6982,6174,5292,3234,2020,93338742,141300425.0,0.6605694356545637,Pfizer/BioNTech,62.75,56.81,62.75,55.49,47.56,29.07,37.25,43.19,37.25,44.51,52.44,70.93,59500579,59240329,59037474
101,Japan,Moderna,2021-05-24,10361,10050,9532,10050,9428,7563,4973,2021,79174092,327458512.0,0.24178358203740938,Moderna,23.45,22.24,23.45,22.0,17.65,11.61,76.55,77.76,76.55,78.0,82.35,88.39,125244761,124612530,123951692
102,Japan,Novavax,2022-05-26,9,8,7,7,7,5,3,2022,225129,327458512.0,0.0006875038875153748,Novavax,0.06,0.06,0.06,0.06,0.04,0.03,99.94,99.94,99.94,99.94,99.96,99.97,125244761,124612530,123951692
103,Japan,Oxford/AstraZeneca,2021-08-20,3,2,1,2,2,2,1,2021,117834,327458512.0,0.0003598440586574216,Oxford/AstraZeneca,0.03,0.02,0.03,0.02,0.03,0.01,99.97,99.98,99.97,99.98,99.97,99.99,125244761,124612530,123951692
